invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,return_flag,category,return_risk_score
536530,22364,GLASS JAR DIGESTIVE BISCUITS,1,2010-12-01 13:21:00,2.95,17905.0,United Kingdom,0,GLASS,0.0016801418738202143
536530,21657,MILK BOTTLE WITH GLASS STOPPER ,1,2010-12-01 13:21:00,6.95,17905.0,United Kingdom,0,MILK,0.0014420707663069209
536530,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2010-12-01 13:21:00,2.95,17905.0,United Kingdom,0,ROSES,9.071610913118708e-11
536530,21071,VINTAGE BILLBOARD DRINK ME MUG,24,2010-12-01 13:21:00,1.25,17905.0,United Kingdom,0,VINTAGE,3.257552342824293e-59
536530,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2010-12-01 13:21:00,8.5,17905.0,United Kingdom,0,CHRISTMAS,0.0013322293350724048
536530,22120,WELCOME  WOODEN BLOCK LETTERS,1,2010-12-01 13:21:00,9.95,17905.0,United Kingdom,0,WELCOME,0.0012874035441813102
536530,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-01 13:21:00,12.75,17905.0,United Kingdom,0,REGENCY,0.001182172613651717
536530,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1,2010-12-01 13:21:00,2.95,17905.0,United Kingdom,0,SET,0.001684874551577097
536530,21625,VINTAGE UNION JACK APRON,1,2010-12-01 13:21:00,6.95,17905.0,United Kingdom,0,VINTAGE,0.0014493077088023666
536530,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,2010-12-01 13:21:00,19.95,17905.0,United Kingdom,0,SET,0.0008840760186712632
536530,22097,SWALLOW SQUARE TISSUE BOX,1,2010-12-01 13:21:00,1.25,17905.0,United Kingdom,0,SWALLOW,0.0017951532968949913
536530,82552,WASHROOM METAL SIGN,1,2010-12-01 13:21:00,1.45,17905.0,United Kingdom,0,WASHROOM,0.001793720180206835
536530,21179,NO JUNK MAIL METAL SIGN,1,2010-12-01 13:21:00,1.25,17905.0,United Kingdom,0,NO,0.0017880317318061077
536530,22185,SLATE TILE NATURAL HANGING,4,2010-12-01 13:21:00,1.65,17905.0,United Kingdom,0,SLATE,9.46155030660447e-11
536530,21662,VINTAGE GLASS COFFEE CADDY,1,2010-12-01 13:21:00,5.95,17905.0,United Kingdom,0,VINTAGE,0.001505330614100164
536530,85104,SILVER GLASS T-LIGHT SET,8,2010-12-01 13:21:00,2.95,17905.0,United Kingdom,0,SILVER,1.8437598451950125e-20
536530,21654,RIDGED GLASS FINGER BOWL,6,2010-12-01 13:21:00,1.45,17905.0,United Kingdom,0,RIDGED,1.3574364120479447e-15
536530,21658,GLASS  BEURRE DISH,1,2010-12-01 13:21:00,3.95,17905.0,United Kingdom,0,GLASS,0.0016176236720198132
536530,21664,RIDGED GLASS STORAGE JAR CREAM LID,2,2010-12-01 13:21:00,3.75,17905.0,United Kingdom,0,RIDGED,6.154580139590995e-06
536530,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,2010-12-01 13:21:00,4.95,17905.0,United Kingdom,0,CHRISTMAS,5.75585227548184e-06
536530,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2010-12-01 13:21:00,1.95,17905.0,United Kingdom,0,JUMBO,1.312292811738534e-15
536531,21519,GIN & TONIC DIET GREETING CARD ,24,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,GIN,3.3536642480575687e-59
536531,22819,"BIRTHDAY CARD, RETRO SPOT",24,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,BIRTHDAY,3.3427091554679594e-59
536531,21506,"FANCY FONT BIRTHDAY CARD, ",24,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,FANCY,3.367562538860071e-59
536531,22704,WRAP RED APPLES ,25,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,WRAP,1.269703581848794e-61
536531,21498,RED RETROSPOT WRAP ,25,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,RED,1.3397596902099231e-61
536531,15056N,EDWARDIAN PARASOL NATURAL,-1,2010-12-01 13:23:00,5.95,15485.0,United Kingdom,1,EDWARDIAN,0.9908037337947746
536531,15056BL,EDWARDIAN PARASOL BLACK,12,2010-12-01 13:23:00,5.95,15485.0,United Kingdom,0,EDWARDIAN,3.3535580179973656e-30
536531,20679,EDWARDIAN PARASOL RED,12,2010-12-01 13:23:00,5.95,15485.0,United Kingdom,0,EDWARDIAN,3.3535580179973656e-30
536531,22049,WRAP CHRISTMAS SCREEN PRINT,25,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,WRAP,1.269703581848794e-61
536531,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-12-01 13:23:00,0.42,15485.0,United Kingdom,0,FANCY,1.2697267344896621e-61
536531,21333,CLASSIC WHITE FRAME,12,2010-12-01 13:23:00,2.95,15485.0,United Kingdom,0,CLASSIC,3.690312764659253e-30
536531,22727,ALARM CLOCK BAKELIKE RED ,9,2010-12-01 13:23:00,3.75,15485.0,United Kingdom,0,ALARM,6.67400552405542e-23
536531,22726,ALARM CLOCK BAKELIKE GREEN,9,2010-12-01 13:23:00,3.75,15485.0,United Kingdom,0,ALARM,6.67400552405542e-23
536531,22730,ALARM CLOCK BAKELIKE IVORY,9,2010-12-01 13:23:00,3.75,15485.0,United Kingdom,0,ALARM,6.67400552405542e-23
536531,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,2010-12-01 13:23:00,2.55,15485.0,United Kingdom,0,PAPER,5.6908944252517274e-195
536531,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2010-12-01 13:23:00,2.55,15485.0,United Kingdom,0,PAPER,5.004915650898995e-98
536531,22194,BLACK DINER WALL CLOCK,2,2010-12-01 13:23:00,8.5,15485.0,United Kingdom,0,BLACK,5.041921388406149e-06
536531,22192,BLUE DINER WALL CLOCK,4,2010-12-01 13:23:00,8.5,15485.0,United Kingdom,0,BLUE,7.04658601187267e-11
536531,22193,RED DINER WALL CLOCK,4,2010-12-01 13:23:00,8.5,15485.0,United Kingdom,0,RED,7.752745201843017e-11
536531,22191,IVORY DINER WALL CLOCK,4,2010-12-01 13:23:00,8.5,15485.0,United Kingdom,0,IVORY,7.373759975712051e-11
536531,22688,DOORMAT PEACE ON EARTH BLUE,4,2010-12-01 13:23:00,7.95,15485.0,United Kingdom,0,DOORMAT,7.435999764239951e-11
536531,22768,FAMILY PHOTO FRAME CORNICE,6,2010-12-01 13:23:00,9.95,15485.0,United Kingdom,0,FAMILY,9.929850805549235e-16
536532,84692,BOX OF 24 COCKTAIL PARASOLS,50,2010-12-01 13:24:00,0.42,12433.0,Norway,0,BOX,3.214867483201165e-122
536532,22444,GROW YOUR OWN PLANT IN A CAN ,96,2010-12-01 13:24:00,1.06,12433.0,Norway,0,GROW,1.0265951944268876e-233
536532,22899,CHILDREN'S APRON DOLLY GIRL ,8,2010-12-01 13:24:00,2.1,12433.0,Norway,0,CHILDREN,1.895748408038429e-20
536532,21156,RETROSPOT CHILDRENS APRON,8,2010-12-01 13:24:00,1.95,12433.0,Norway,0,RETROSPOT,1.9087757988928065e-20
536532,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2010-12-01 13:24:00,1.65,12433.0,Norway,0,PLASTERS,3.1193848837421745e-59
536532,22555,PLASTERS IN TIN STRONGMAN,36,2010-12-01 13:24:00,1.65,12433.0,Norway,0,PLASTERS,2.575159260709412e-88
536532,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2010-12-01 13:24:00,1.65,12433.0,Norway,0,PLASTERS,3.1193848837421745e-59
536532,22553,PLASTERS IN TIN SKULLS,24,2010-12-01 13:24:00,1.65,12433.0,Norway,0,PLASTERS,3.1193848837421745e-59
536532,22551,PLASTERS IN TIN SPACEBOY,24,2010-12-01 13:24:00,1.65,12433.0,Norway,0,PLASTERS,3.1193848837421745e-59
536532,22547,MINI JIGSAW DINOSAUR ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MINI,3.373249978632691e-59
536532,22544,MINI JIGSAW SPACEBOY,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MINI,3.373249978632691e-59
536532,22543,MINI JIGSAW BAKE A CAKE ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MINI,3.373249978632691e-59
536532,22540,MINI JIGSAW CIRCUS PARADE ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MINI,3.373249978632691e-59
536532,22539,MINI JIGSAW DOLLY GIRL,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MINI,3.373249978632691e-59
536532,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MAGIC,3.3480210769820225e-59
536532,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MAGIC,3.3480210769820225e-59
536532,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,MAGIC,3.3480210769820225e-59
536532,22561,WOODEN SCHOOL COLOURING SET,24,2010-12-01 13:24:00,1.65,12433.0,Norway,0,WOODEN,3.1520709860381603e-59
536532,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,PACK,3.282844478194218e-59
536532,22814,CARD PARTY GAMES ,12,2010-12-01 13:24:00,0.42,12433.0,Norway,0,CARD,4.138642917948703e-30
536532,21520,BOOZE & WOMEN GREETING CARD ,12,2010-12-01 13:24:00,0.42,12433.0,Norway,0,BOOZE,4.056931913677808e-30
536532,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-12-01 13:24:00,0.42,12433.0,Norway,0,FANCY,4.0792520443503185e-30
536532,22716,CARD CIRCUS PARADE,12,2010-12-01 13:24:00,0.42,12433.0,Norway,0,CARD,4.138642917948703e-30
536532,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-01 13:24:00,2.1,12433.0,Norway,0,HAND,3.658711832632197e-30
536532,22632,HAND WARMER RED RETROSPOT,12,2010-12-01 13:24:00,2.1,12433.0,Norway,0,HAND,3.658711832632197e-30
536532,22865,HAND WARMER OWL DESIGN,12,2010-12-01 13:24:00,2.1,12433.0,Norway,0,HAND,3.658711832632197e-30
536532,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-01 13:24:00,3.95,12433.0,Norway,0,HOT,1.7886907787676433e-20
536532,21982,PACK OF 12 SUKI TISSUES ,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,21981,PACK OF 12 WOODLAND TISSUES ,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,21967,PACK OF 12 SKULL TISSUES,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,22092,BLUE PAISLEY TISSUE BOX,12,2010-12-01 13:24:00,1.25,12433.0,Norway,0,BLUE,3.790783948427817e-30
536532,21983,PACK OF 12 BLUE PAISLEY TISSUES ,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,22615,PACK OF 12 CIRCUS PARADE TISSUES ,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,21980,PACK OF 12 RED RETROSPOT TISSUES ,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,22614,PACK OF 12 SPACEBOY TISSUES,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,22095,LADS ONLY TISSUE BOX,12,2010-12-01 13:24:00,1.25,12433.0,Norway,0,LADS,3.9159932587150765e-30
536532,22094,RED RETROSPOT TISSUE BOX,12,2010-12-01 13:24:00,1.25,12433.0,Norway,0,RED,4.1706696005821144e-30
536532,21984,PACK OF 12 PINK PAISLEY TISSUES ,48,2010-12-01 13:24:00,0.29,12433.0,Norway,0,PACK,2.2483556200519657e-117
536532,22557,PLASTERS IN TIN VINTAGE PAISLEY ,36,2010-12-01 13:24:00,1.65,12433.0,Norway,0,PLASTERS,2.575159260709412e-88
536532,21786,POLKADOT RAIN HAT ,24,2010-12-01 13:24:00,0.42,12433.0,Norway,0,POLKADOT,3.353966315945827e-59
536532,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,36,2010-12-01 13:24:00,0.85,12433.0,Norway,0,SET,2.7274173407753467e-88
536532,22963,JAM JAR WITH GREEN LID,12,2010-12-01 13:24:00,0.85,12433.0,Norway,0,JAM,4.0144795401583445e-30
536532,22962,JAM JAR WITH PINK LID,12,2010-12-01 13:24:00,0.85,12433.0,Norway,0,JAM,4.0144795401583445e-30
536532,22961,JAM MAKING SET PRINTED,24,2010-12-01 13:24:00,1.45,12433.0,Norway,0,JAM,3.2394179459434263e-59
536532,84375,SET OF 20 KIDS COOKIE CUTTERS,24,2010-12-01 13:24:00,2.1,12433.0,Norway,0,SET,3.1506263052299137e-59
536532,22966,GINGERBREAD MAN COOKIE CUTTER,24,2010-12-01 13:24:00,1.25,12433.0,Norway,0,GINGERBREAD,3.264619310838729e-59
536532,21874,GIN AND TONIC MUG,24,2010-12-01 13:24:00,1.25,12433.0,Norway,0,GIN,3.249587120153757e-59
536532,21873,IF YOU CAN'T STAND THE HEAT MUG,24,2010-12-01 13:24:00,1.25,12433.0,Norway,0,IF,3.245199867895411e-59
536532,21870,I CAN ONLY PLEASE ONE PERSON MUG,24,2010-12-01 13:24:00,1.25,12433.0,Norway,0,I,3.2279488576557956e-59
536532,22956,36 FOIL HEART CAKE CASES,12,2010-12-01 13:24:00,2.1,12433.0,Norway,0,FOIL,3.765243830403036e-30
536532,84050,PINK HEART SHAPE EGG FRYING PAN,72,2010-12-01 13:24:00,1.25,12433.0,Norway,0,PINK,1.4735899743264136e-175
536532,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-01 13:24:00,0.55,12433.0,Norway,0,TEATIME,3.3292340642859746e-59
536532,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-01 13:24:00,0.55,12433.0,Norway,0,SWEETHEART,3.3519794897912377e-59
536532,21213,PACK OF 72 SKULL CAKE CASES,24,2010-12-01 13:24:00,0.55,12433.0,Norway,0,PACK,3.2666745822960366e-59
536532,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-01 13:24:00,0.55,12433.0,Norway,0,PACK,3.2666745822960366e-59
536532,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-01 13:24:00,0.55,12433.0,Norway,0,PACK,3.2666745822960366e-59
536532,22198,LARGE POPCORN HOLDER ,48,2010-12-01 13:24:00,1.65,12433.0,Norway,0,LARGE,2.1534144391738476e-117
536532,22197,SMALL POPCORN HOLDER,72,2010-12-01 13:24:00,0.85,12433.0,Norway,0,SMALL,1.5308279194749087e-175
536532,22315,200 RED + WHITE BENDY STRAWS,12,2010-12-01 13:24:00,1.25,12433.0,Norway,0,RED,4.1706696005821144e-30
536532,22667,RECIPE BOX RETROSPOT ,12,2010-12-01 13:24:00,2.95,12433.0,Norway,0,RECIPE,3.681581365354652e-30
536532,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2010-12-01 13:24:00,2.95,12433.0,Norway,0,RECIPE,3.681581365354652e-30
536532,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,12,2010-12-01 13:24:00,2.95,12433.0,Norway,0,RECIPE,3.681581365354652e-30
536532,22558,CLOTHES PEGS RETROSPOT PACK 24 ,24,2010-12-01 13:24:00,1.49,12433.0,Norway,0,CLOTHES,3.2259421726765435e-59
536532,22567,20 DOLLY PEGS RETROSPOT,24,2010-12-01 13:24:00,1.25,12433.0,Norway,0,DOLLY,3.2143292348483123e-59
536532,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-12-01 13:24:00,2.55,12433.0,Norway,0,LADIES,3.717750528618862e-30
536532,21166,COOK WITH WINE METAL SIGN ,12,2010-12-01 13:24:00,1.95,12433.0,Norway,0,COOK,3.832449249247767e-30
536532,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2010-12-01 13:24:00,2.1,12433.0,Norway,0,HAND,3.020392163588014e-59
536532,82600,NO SINGING METAL SIGN,24,2010-12-01 13:24:00,2.1,12433.0,Norway,0,NO,3.134778109023511e-59
536532,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-01 13:24:00,2.95,12433.0,Norway,0,RED,1.3608040794253998e-15
536532,20685,DOORMAT RED RETROSPOT,2,2010-12-01 13:24:00,7.95,12433.0,Norway,0,DOORMAT,5.230556617731006e-06
536532,22842,BISCUIT TIN VINTAGE RED,-1,2010-12-01 13:24:00,6.75,12433.0,Norway,1,BISCUIT,0.990428048411203
536532,22494,EMERGENCY FIRST AID TIN ,24,2010-12-01 13:24:00,1.25,12433.0,Norway,0,EMERGENCY,3.2584390785556448e-59
536532,21260,FIRST AID TIN,12,2010-12-01 13:24:00,3.25,12433.0,Norway,0,FIRST,3.632741427103795e-30
536533,20754,RETROSPOT RED WASHING UP GLOVES,6,2010-12-01 13:31:00,2.1,16955.0,United Kingdom,0,RETROSPOT,1.3350311002920005e-15
536533,22740,POLKADOT PEN,-1,2010-12-01 13:31:00,0.85,16955.0,United Kingdom,1,POLKADOT,0.992272654804091
536533,22825,DECORATIVE PLANT POT WITH FRIEZE,2,2010-12-01 13:31:00,7.95,16955.0,United Kingdom,0,DECORATIVE,5.24324770598229e-06
536533,22680,FRENCH BLUE METAL DOOR SIGN 5,20,2010-12-01 13:31:00,1.25,16955.0,United Kingdom,0,FRENCH,1.5801731976769945e-49
536533,22797,CHEST OF DRAWERS GINGHAM HEART ,3,2010-12-01 13:31:00,16.95,16955.0,United Kingdom,0,CHEST,1.4039462249546361e-08
536533,21843,RED RETROSPOT CAKE STAND,1,2010-12-01 13:31:00,10.95,16955.0,United Kingdom,0,RED,0.001316089483683486
536534,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-12-01 13:33:00,2.1,15350.0,United Kingdom,0,HAND,3.658711832632197e-30
536534,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-01 13:33:00,2.1,15350.0,United Kingdom,0,HAND,3.658711832632197e-30
536534,22865,HAND WARMER OWL DESIGN,12,2010-12-01 13:33:00,2.1,15350.0,United Kingdom,0,HAND,3.658711832632197e-30
536534,22867,HAND WARMER BIRD DESIGN,12,2010-12-01 13:33:00,2.1,15350.0,United Kingdom,0,HAND,3.658711832632197e-30
536534,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-01 13:33:00,4.95,15350.0,United Kingdom,0,CHOCOLATE,2.239711289745204e-08
536535,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-12-01 13:38:00,4.95,15605.0,United Kingdom,0,CHRISTMAS,2.1702348024980368e-08
536535,22118,JOY WOODEN BLOCK LETTERS,3,2010-12-01 13:38:00,4.95,15605.0,United Kingdom,0,JOY,2.2112561881636675e-08
536535,22121,NOEL WOODEN BLOCK LETTERS ,3,2010-12-01 13:38:00,5.95,15605.0,United Kingdom,0,NOEL,2.147543330213878e-08
536535,22119,PEACE WOODEN BLOCK LETTERS,3,2010-12-01 13:38:00,6.95,15605.0,United Kingdom,0,PEACE,2.0711989857353068e-08
536535,21485,RETROSPOT HEART HOT WATER BOTTLE,-1,2010-12-01 13:38:00,4.95,15605.0,United Kingdom,1,RETROSPOT,0.9910386386604371
536535,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2010-12-01 13:38:00,0.85,15605.0,United Kingdom,0,LOVEBIRD,3.99006617307573e-30
536535,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2010-12-01 13:38:00,7.95,15605.0,United Kingdom,0,DOORMAT,5.230556617731006e-06
536535,48194,DOORMAT HEARTS,2,2010-12-01 13:38:00,7.95,15605.0,United Kingdom,0,DOORMAT,5.230556617731006e-06
536535,20685,DOORMAT RED RETROSPOT,2,2010-12-01 13:38:00,7.95,15605.0,United Kingdom,0,DOORMAT,5.230556617731006e-06
536535,21156,RETROSPOT CHILDRENS APRON,8,2010-12-01 13:38:00,1.95,15605.0,United Kingdom,0,RETROSPOT,1.9087757988928065e-20
536535,22418,10 COLOUR SPACEBOY PEN,24,2010-12-01 13:38:00,0.85,15605.0,United Kingdom,0,COLOUR,3.2829359638298013e-59
536535,22311,OFFICE MUG WARMER BLACK+SILVER ,6,2010-12-01 13:38:00,2.95,15605.0,United Kingdom,0,OFFICE,1.269038150456257e-15
536536,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2010-12-01 13:45:00,4.95,18144.0,United Kingdom,0,RETROSPOT,2.2350897388990156e-08
536536,84879,ASSORTED COLOUR BIRD ORNAMENT,80,2010-12-01 13:45:00,1.69,18144.0,United Kingdom,0,ASSORTED,6.059510014245587e-195
536536,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,12,2010-12-01 13:45:00,1.25,18144.0,United Kingdom,0,SET,3.941695525336867e-30
536537,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,36,2010-12-01 13:51:00,2.1,15922.0,United Kingdom,0,COSMETIC,2.59391218925906e-88
536537,22333,RETROSPOT PARTY BAG + STICKER SET,8,2010-12-01 13:51:00,1.65,15922.0,United Kingdom,0,RETROSPOT,1.930650302794802e-20
536537,20867,PINK ROSE FABRIC MIRROR,36,2010-12-01 13:51:00,1.25,15922.0,United Kingdom,0,PINK,2.619215719129322e-88
536537,21688,SILVER PLATE CANDLE BOWL SMALL,12,2010-12-01 13:51:00,2.95,15922.0,United Kingdom,0,SILVER,3.726342149841136e-30
536537,21694,SMALL REGAL  SILVER CANDLEPOT ,12,2010-12-01 13:51:00,2.95,15922.0,United Kingdom,0,SMALL,3.686462688199367e-30
536537,22183,CAKE STAND VICTORIAN FILIGREE MED,6,2010-12-01 13:51:00,6.75,15922.0,United Kingdom,0,CAKE,1.1107073420201053e-15
536537,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-01 13:51:00,12.75,15922.0,United Kingdom,0,REGENCY,4.46259284760432e-06
536537,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2010-12-01 13:51:00,2.95,15922.0,United Kingdom,0,ANTIQUE,1.834786864660817e-20
536537,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,8,2010-12-01 13:51:00,3.75,15922.0,United Kingdom,0,ANTIQUE,1.77987333075829e-20
536537,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2010-12-01 13:51:00,3.75,15922.0,United Kingdom,1,ANTIQUE,0.9914213192665655
536537,22781,GUMBALL MAGAZINE RACK,2,2010-12-01 13:51:00,7.65,15922.0,United Kingdom,0,GUMBALL,5.271010686604081e-06
536538,21466,RED FLOWER CROCHET FOOD COVER,1,2010-12-01 13:54:00,3.75,14594.0,United Kingdom,0,RED,0.001729316250183463
536538,21467,CHERRY CROCHET FOOD COVER,1,2010-12-01 13:54:00,3.75,14594.0,United Kingdom,0,CHERRY,0.0016379777623007942
536538,21471,STRAWBERRY RAFFIA FOOD COVER,1,2010-12-01 13:54:00,3.75,14594.0,United Kingdom,0,STRAWBERRY,0.0016066550932010738
536538,21469,POLKA DOT RAFFIA FOOD COVER,1,2010-12-01 13:54:00,3.75,14594.0,United Kingdom,0,POLKA,0.0016256215161850839
536538,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2010-12-01 13:54:00,7.95,14594.0,United Kingdom,0,DOORMAT,0.0013853309155397366
536538,48129,DOORMAT TOPIARY,1,2010-12-01 13:54:00,7.95,14594.0,United Kingdom,0,DOORMAT,0.0013853309155397366
536538,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2010-12-01 13:54:00,7.95,14594.0,United Kingdom,0,DOORMAT,0.0013853309155397366
536538,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-01 13:54:00,1.25,14594.0,United Kingdom,0,T,3.9469731846228414e-30
536538,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-01 13:54:00,1.65,14594.0,United Kingdom,0,SILVER,1.3625721868299628e-15
536538,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,5,2010-12-01 13:54:00,2.95,14594.0,United Kingdom,0,PAPER,3.3036018742117144e-13
536538,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,2010-12-01 13:54:00,2.95,14594.0,United Kingdom,0,PAPER,3.3036018742117144e-13
536538,22457,NATURAL SLATE HEART CHALKBOARD ,2,2010-12-01 13:54:00,2.95,14594.0,United Kingdom,0,NATURAL,6.310972057656001e-06
536538,21690,SILVER  CANDLEPOT JARDIN ,4,2010-12-01 13:54:00,3.75,14594.0,United Kingdom,0,SILVER,8.849718349241422e-11
536538,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-01 13:54:00,8.5,14594.0,United Kingdom,0,SET,5.1539638976446555e-06
536538,37343,POLKADOT MUG PINK ,6,2010-12-01 13:54:00,1.65,14594.0,United Kingdom,0,POLKADOT,1.3494796573090732e-15
536538,22088,PAPER BUNTING COLOURED LACE,1,2010-12-01 13:54:00,2.95,14594.0,United Kingdom,0,PAPER,0.001631924312248618
536538,22195,LARGE HEART MEASURING SPOONS,-1,2010-12-01 13:54:00,1.65,14594.0,United Kingdom,1,LARGE,0.9919334094929562
536538,22470,HEART OF WICKER LARGE,2,2010-12-01 13:54:00,2.95,14594.0,United Kingdom,0,HEART,6.34730787746078e-06
536538,22469,HEART OF WICKER SMALL,8,2010-12-01 13:54:00,1.65,14594.0,United Kingdom,0,HEART,1.9160385454444592e-20
536538,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2010-12-01 13:54:00,2.95,14594.0,United Kingdom,0,METAL,6.336462914574981e-06
536538,22584,PACK OF 6 PANNETONE GIFT BOXES,2,2010-12-01 13:54:00,2.55,14594.0,United Kingdom,0,PACK,6.3158345174785375e-06
536538,22583,PACK OF 6 HANDBAG GIFT BOXES,2,2010-12-01 13:54:00,2.55,14594.0,United Kingdom,0,PACK,6.3158345174785375e-06
536538,21143,ANTIQUE GLASS HEART DECORATION ,3,2010-12-01 13:54:00,1.95,14594.0,United Kingdom,0,ANTIQUE,2.5009689443972472e-08
536538,84944,SET OF 6 KASHMIR FOLKART BAUBLES,-1,2010-12-01 13:54:00,4.25,14594.0,United Kingdom,1,SET,0.9912278285606676
536538,22601,CHRISTMAS RETROSPOT ANGEL WOOD,10,2010-12-01 13:54:00,0.85,14594.0,United Kingdom,0,CHRISTMAS,2.747268401586228e-25
536538,22603,CHRISTMAS RETROSPOT TREE WOOD,10,2010-12-01 13:54:00,0.85,14594.0,United Kingdom,0,CHRISTMAS,2.747268401586228e-25
536538,22600,CHRISTMAS RETROSPOT STAR WOOD,10,2010-12-01 13:54:00,0.85,14594.0,United Kingdom,0,CHRISTMAS,2.747268401586228e-25
536538,22574,HEART WOODEN CHRISTMAS DECORATION,10,2010-12-01 13:54:00,0.85,14594.0,United Kingdom,0,HEART,2.807953790983652e-25
536538,22573,STAR WOODEN CHRISTMAS DECORATION,10,2010-12-01 13:54:00,0.85,14594.0,United Kingdom,0,STAR,2.7945863726979894e-25
536538,85199L,LARGE HANGING IVORY & RED WOOD BIRD,10,2010-12-01 13:54:00,0.65,14594.0,United Kingdom,0,LARGE,2.7965893606454746e-25
536538,85199S,SMALL HANGING IVORY/RED WOOD BIRD,10,2010-12-01 13:54:00,0.42,14594.0,United Kingdom,0,SMALL,2.854661840708007e-25
536539,22969,HOMEMADE JAM SCENTED CANDLES,-1,2010-12-01 14:03:00,1.45,15165.0,United Kingdom,1,HOMEMADE,0.9921789384384533
536539,72741,GRAND CHOCOLATECANDLE,18,2010-12-01 14:03:00,1.45,15165.0,United Kingdom,0,GRAND,1.134185245308438e-44
